espn_id,display_name,position,draft_year,draft_round,draft_pick,nfl_value,years_played,total_games,total_pass_yards,total_pass_tds,total_rush_yards,total_rush_tds,total_rec_yards,total_rec_tds,total_receptions,total_tackles,total_sacks,total_interceptions
4034766,Carter Coughlin,LB,2020,7,218,Long_Term_Success,4,26,0,0,0,0,0,0,0,27,1.0,0
4248504,Isaiah Coulter,WR,2020,5,171,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
3915823,Keke Coutee,WR,2018,4,103,Long_Term_Success,5,31,0,0,14,1,1076,5,96,2,0.0,0
3128252,Chris Covington,LB,2018,6,193,Failed,2,2,0,0,0,0,0,0,0,3,0.0,0
3916922,Byron Cowart,DT,2019,5,159,Long_Term_Success,4,38,0,0,0,0,0,0,0,26,3.5,0
4575665,Jacob Cowing,WR,2024,4,135,Failed,1,15,0,0,7,0,80,0,4,1,0.0,0
3843217,Chandler Cox,FB,2019,7,233,Failed,1,2,0,0,0,0,9,0,2,0,0.0,0
3860287,Xavier Crawford,DB,2019,6,195,Long_Term_Success,4,15,0,0,0,0,0,0,0,15,0.0,0
3916655,Maxx Crosby,DE,2019,4,106,Long_Term_Success,6,95,0,0,0,0,0,0,0,202,60.5,0
4426376,Charles Cross,OT,2022,1,9,Made_Roster,3,18,0,0,0,0,0,0,0,0,0.0,0
3117135,Keion Crossen,DB,2018,7,243,Long_Term_Success,5,63,0,0,0,0,0,0,0,85,1.0,0
3915171,Tae Crowder,LB,2020,7,255,Short_Term_Success,3,38,0,0,0,0,0,0,0,101,2.0,2
3931422,Dane Cruikshank,DB,2018,5,152,Long_Term_Success,5,36,0,0,0,0,66,1,1,46,0.0,1
4362910,Jaden Crumedy,DT,2024,6,200,Failed,1,4,0,0,0,0,0,0,0,4,0.5,0
4361112,Devin Culp,TE,2024,7,246,Failed,1,2,0,0,0,0,88,0,5,0,0.0,0
4242154,Kam Curl,SAF,2020,7,216,Long_Term_Success,5,79,0,0,0,0,0,0,0,289,6.0,3
4038201,Austin Cutting,LS,2019,7,250,Failed,2,3,0,0,0,0,0,0,0,2,0.0,0
4240631,DeeJay Dallas,RB,2020,4,144,Long_Term_Success,5,75,0,0,530,4,407,2,64,13,0.0,0
4242553,Drew Dalman,C,2021,4,114,Long_Term_Success,4,16,0,0,0,0,0,0,0,2,0.0,0
3894849,James Daniels,G,2018,2,39,Long_Term_Success,6,20,0,0,0,0,0,0,0,3,0.0,0
4426348,Jayden Daniels,QB,2024,1,2,Made_Roster,1,20,4390,30,1026,7,0,0,0,0,0.0,0
3915487,Michael Danna,DE,2020,5,177,Long_Term_Success,5,80,0,0,0,0,0,0,0,92,22.5,0
4035385,Cameron Dantzler,CB,2020,3,89,Short_Term_Success,3,32,0,0,0,0,0,0,0,115,0.0,3
4047836,Frank Darby,WR,2021,6,187,Failed,2,5,0,0,0,0,29,0,2,0,0.0,0
4243830,Jaelon Darden,WR,2021,4,129,Long_Term_Success,4,37,0,0,13,0,75,0,9,0,0.0,0
3912547,Sam Darnold,QB,2018,1,3,Long_Term_Success,7,84,16628,99,991,14,0,0,0,2,0.0,0
3124058,Marcus Davenport,DE,2018,1,14,Long_Term_Success,7,67,0,0,0,0,0,0,0,79,24.0,0
4242899,DJ Davidson,DT,2022,5,147,Short_Term_Success,3,24,0,0,0,0,0,0,0,13,2.5,0
4035494,Marlon Davidson,DE,2020,2,47,Made_Roster,3,18,0,0,0,0,0,0,0,19,2.0,1
3125059,Zach Davidson,TE,2021,5,168,Failed,1,2,0,0,0,0,5,0,1,0,0.0,0
3858271,Ashtyn Davis,SAF,2020,3,68,Long_Term_Success,5,54,0,0,26,0,0,0,0,105,0.5,8
3699462,Carlos Davis,DT,2020,7,232,Failed,3,8,0,0,0,0,0,0,0,6,1.0,0
3916923,Carlton Davis III,CB,2018,2,63,Long_Term_Success,7,98,0,0,0,0,0,0,0,326,0.0,11
4362477,Derius Davis,WR,2023,4,125,Short_Term_Success,2,33,0,0,137,0,182,2,29,0,0.0,0
3121578,Deshaun Davis,LB,2019,6,210,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4243537,Gabe Davis,WR,2020,4,128,Long_Term_Success,5,79,0,0,-2,0,3443,35,205,13,0.0,0
4426435,Jaden Davis,DB,2024,7,226,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4240778,Jamin Davis,LB,2021,1,19,Long_Term_Success,4,53,0,0,0,0,0,0,0,151,8.0,1
4381558,Jordan Davis,DT,2022,1,13,Short_Term_Success,3,46,0,0,0,0,0,0,0,45,5.5,0
4243541,Kalia Davis,DT,2022,6,220,Failed,2,10,0,0,0,0,0,0,0,6,1.0,1
3699530,Khalil Davis,DT,2020,6,194,Short_Term_Success,3,26,0,0,0,0,0,0,0,19,3.0,0
3120070,Nate Davis,G,2019,3,82,Long_Term_Success,6,23,0,0,0,0,0,0,0,4,0.0,0
4040965,Raekwon Davis,DT,2020,2,56,Long_Term_Success,5,71,0,0,0,0,0,0,0,52,2.5,0
4568217,Tyler Davis,DT,2024,6,196,Failed,1,15,0,0,0,0,0,0,0,12,0.5,0
4241999,Wyatt Davis,G,2021,3,86,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
3917142,Akeem Davis-Gaither,LB,2020,4,107,Long_Term_Success,5,64,0,0,0,0,0,0,0,113,0.5,3
4426475,Tyrion Davis-Price,RB,2022,3,93,Failed,3,7,0,0,127,0,0,0,0,0,0.0,0
559554,Duke Dawson,DB,2018,2,56,Failed,2,13,0,0,0,0,0,0,0,17,0.0,0
4682618,Cooper DeJean,CB,2024,2,40,Made_Roster,1,18,0,0,0,0,0,0,0,49,0.5,1
4037626,Divine Deablo,LB,2021,3,80,Long_Term_Success,4,47,0,0,0,0,34,0,1,142,2.0,0
3873935,Jamel Dean,DB,2019,3,94,Long_Term_Success,6,86,0,0,0,0,0,0,0,271,0.0,8
4241848,Dawson Deaton,C,2022,7,246,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4242229,Austin Deculus,OT,2022,6,205,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
3914151,Josiah Deguara,TE,2020,3,94,Long_Term_Success,5,42,0,0,0,0,450,2,50,10,0.0,0
3121541,Michael Deiter,G,2019,3,78,Failed,3,11,0,0,0,0,0,0,1,3,0.0,0
4242208,Grant Delpit,SAF,2020,2,44,Long_Term_Success,4,60,0,0,0,0,0,0,0,215,3.5,6
4429511,SirVocea Dennis,LB,2023,5,153,Failed,2,12,0,0,0,0,0,0,0,21,1.0,0
4427068,MJ Devonshire,DB,2024,7,229,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4429014,Gervon Dexter Sr.,DT,2023,2,53,Short_Term_Success,2,26,0,0,0,0,0,0,0,30,7.5,0
3895785,Ben DiNucci,QB,2020,7,231,Failed,1,2,219,0,22,0,0,0,0,0,0.0,0
4686334,Yaya Diaby,LB,2023,3,82,Short_Term_Success,2,34,0,0,0,0,0,0,0,57,12.0,0
4035624,Landon Dickerson,G,2021,2,37,Long_Term_Success,4,28,0,0,0,0,0,0,0,2,0.0,0
3929851,Michael Dickson,P,2018,5,149,Long_Term_Success,7,119,0,0,-9,0,0,0,0,2,0.0,0
4040966,Trevon Diggs,CB,2020,2,51,Long_Term_Success,5,61,0,0,0,0,0,0,0,174,1.0,20
3127264,Andre Dillard,OT,2019,1,22,Failed,3,8,0,0,0,0,0,0,0,0,0.0,0
4239934,AJ Dillon,RB,2020,2,62,Long_Term_Success,4,61,0,0,2497,17,776,2,87,2,0.0,0
4240464,Victor Dimukeje,LB,2021,6,210,Long_Term_Success,4,33,0,0,0,0,0,0,0,40,4.0,0
3127292,Will Dissly,TE,2018,4,120,Long_Term_Success,7,83,0,0,7,0,1919,15,180,6,0.0,0
4037478,Gerrid Doaks,RB,2021,7,244,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4241985,J.K. Dobbins,RB,2020,2,55,Long_Term_Success,4,41,0,0,2425,22,418,2,67,1,0.0,0
3138765,Michael Dogbe,DE,2019,7,249,Long_Term_Success,5,31,0,0,0,0,0,0,0,28,2.0,0
559517,Kendall Donnerson,LB,2018,7,248,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
3917599,Kevin Dotson,G,2020,4,135,Long_Term_Success,5,20,0,0,0,0,0,0,0,2,0.0,0
4361432,Romeo Doubs,WR,2022,4,132,Short_Term_Success,3,46,0,0,11,0,1947,16,159,3,0.0,0
4250945,Colton Dowell,WR,2023,7,228,Failed,1,4,0,0,0,0,3,0,1,3,0.0,0
3122593,Devante Downs,ILB,2018,7,225,Made_Roster,3,16,0,0,0,0,0,0,0,26,0.0,0
4688813,Josh Downs,WR,2023,3,79,Short_Term_Success,2,31,0,0,12,0,1574,7,140,4,0.0,0
4038986,Tommy Doyle,OT,2021,5,161,Failed,1,2,0,0,0,0,1,1,1,0,0.0,0
3932668,Jack Driscoll,OT,2020,4,145,Failed,3,5,0,0,0,0,0,0,0,1,0.0,0
4879650,Grant DuBose,WR,2023,7,256,Failed,1,2,0,0,0,0,11,0,2,0,0.0,0
4427105,Max Duggan,QB,2023,7,239,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4367209,Greg Dulcich,TE,2022,3,80,Made_Roster,3,16,0,0,0,0,464,2,41,0,0.0,0
4372058,Jaelyn Duncan,OT,2023,6,186,Failed,1,3,0,0,0,0,0,0,0,0,0.0,0
4035003,Jacob Eason,QB,2020,4,122,Failed,2,2,84,0,0,0,0,0,0,0,0.0,0
4257591,Arnold Ebiketie,LB,2022,2,38,Short_Term_Success,3,45,0,0,0,0,0,0,0,57,14.5,0
4259169,Trestan Ebner,RB,2022,6,203,Failed,1,11,0,0,54,0,8,0,2,2,0.0,0
4567138,Justin Eboigbe,DT,2024,4,105,Failed,1,2,0,0,0,0,0,0,0,1,0.0,0
4567979,Brandin Echols,CB,2021,6,200,Long_Term_Success,4,39,0,0,0,0,18,0,1,83,0.0,5
3119195,Chase Edmonds,RB,2018,4,134,Long_Term_Success,6,85,0,0,2031,11,1185,6,161,19,0.0,0
3929950,Tremaine Edmunds,MLB,2018,1,16,Long_Term_Success,7,114,0,0,0,0,0,0,0,447,8.5,10
3124067,Terrell Edmunds,S,2018,1,28,Long_Term_Success,7,98,0,0,0,0,0,0,0,284,7.5,6
4038818,Bryan Edwards,WR,2020,3,81,Short_Term_Success,3,30,0,0,0,0,820,4,51,0,0.0,0
3917660,David Edwards,OT,2019,5,169,Long_Term_Success,6,16,0,0,0,0,0,0,0,1,0.0,0
3155647,Mike Edwards,SAF,2019,3,99,Long_Term_Success,5,75,0,0,0,0,0,0,0,174,3.0,11
4242214,Clyde Edwards-Helaire,RB,2020,1,32,Long_Term_Success,5,58,0,0,2111,13,832,7,101,0,0.0,0
3914613,Emeke Egbule,LB,2019,6,200,Failed,3,9,0,0,0,0,0,0,0,9,0.0,0
4241820,Sam Ehlinger,QB,2021,6,218,Failed,2,7,573,3,96,0,0,0,0,0,0.0,0
4429560,Tommy Eichenberg,LB,2024,5,148,Failed,1,8,0,0,0,0,0,0,0,7,0.0,0
545309,Duke Ejiofor,LB,2018,6,177,Failed,1,8,0,0,0,0,0,0,0,6,1.0,0
4427132,Ikem Ekwonu,OT,2022,1,6,Short_Term_Success,3,24,0,0,0,0,0,0,0,1,0.0,0
4567399,Kaiir Elam,CB,2022,1,23,Short_Term_Success,3,24,0,0,0,0,0,0,0,62,0.0,4
3929846,DeShon Elliott,DB,2018,6,190,Long_Term_Success,6,74,0,0,0,0,0,0,0,259,3.5,4
4039052,Jordan Elliott,DT,2020,3,88,Long_Term_Success,5,69,0,0,0,0,0,0,0,55,5.0,0
4687592,Jonah Elliss,LB,2024,3,76,Made_Roster,1,16,0,0,0,0,0,0,0,19,5.0,0
3124890,Kaden Elliss,LB,2019,7,244,Long_Term_Success,6,65,0,0,0,0,0,0,0,187,17.0,1
4429568,Martin Emerson,CB,2022,3,68,Short_Term_Success,3,51,0,0,0,0,0,0,0,148,1.0,4
4240585,A.J. Epenesa,DE,2020,2,54,Long_Term_Success,5,75,0,0,0,0,0,0,0,64,21.5,2
3139368,Marcus Epps,SAF,2019,6,191,Long_Term_Success,6,74,0,0,0,0,0,0,0,200,0.0,3
4569682,Audric Estimé,RB,2024,5,147,Failed,1,13,0,0,310,2,27,0,5,0,0.0,0
4239996,Travis Etienne,RB,2021,1,25,Short_Term_Success,3,51,0,0,2862,19,1076,1,136,3,0.0,0
550170,Danny Etling,QB,2018,7,219,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
3706968,Bobby Evans,G,2019,3,97,Failed,3,4,0,0,0,0,0,0,0,0,0.0,0
4036431,Darrynton Evans,RB,2020,3,93,Long_Term_Success,5,17,0,0,250,1,120,1,12,2,0.0,0
3126349,Rashaan Evans,ILB,2018,1,22,Long_Term_Success,6,85,0,0,0,0,0,0,0,242,5.0,2
4570883,Josiah Ezirim,OT,2024,7,239,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4362186,Erik Ezukanma,WR,2022,4,125,Failed,3,4,0,0,22,0,3,0,1,0,0.0,0
4360964,Daniel Faalele,G,2022,4,110,Failed,2,6,0,0,0,0,0,0,0,0,0.0,0
550629,Luke Falk,QB,2018,6,199,Failed,1,3,416,0,0,0,0,0,0,0,0.0,0
4036131,Noah Fant,TE,2019,1,20,Long_Term_Success,6,93,0,0,-12,0,3316,15,301,6,0.0,0
4240859,Caleb Farley,CB,2021,1,22,Failed,3,15,0,0,0,0,0,0,0,23,0.0,0
4034843,Matt Farniok,G,2021,7,238,Failed,1,2,0,0,0,0,0,0,0,1,0.0,0
4040612,Luke Farrell,TE,2021,5,145,Long_Term_Success,4,34,0,0,0,0,318,0,36,7,0.0,0
4242234,Neil Farrell,DE,2022,4,126,Failed,3,13,0,0,0,0,0,0,0,4,0.0,0
4374148,Viliami Fehoko Jr.,DE,2023,4,129,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4035826,Demetric Felton,RB,2021,6,211,Made_Roster,2,21,0,0,20,0,189,2,20,3,0.0,0
3924364,Rashad Fenton,CB,2019,6,201,Long_Term_Success,4,47,0,0,0,0,0,0,0,109,1.0,3
3843470,Blake Ferguson,LS,2020,6,185,Long_Term_Success,5,10,0,0,0,0,0,0,0,4,0.0,0
4242355,Jake Ferguson,TE,2022,4,129,Short_Term_Success,3,44,0,0,0,0,1556,10,160,4,0.0,0
3122766,Jaylon Ferguson,LB,2019,3,85,Short_Term_Success,3,32,0,0,0,0,0,0,0,40,4.5,0
3728258,Clelin Ferrell,DE,2019,1,4,Long_Term_Success,6,80,0,0,0,0,0,0,0,73,17.0,0
4362887,Justin Fields,QB,2021,1,11,Long_Term_Success,4,51,7780,45,2509,19,0,0,0,0,0.0,0
4245655,Tony Fields II,LB,2021,5,153,Long_Term_Success,4,27,0,0,0,0,0,0,0,40,0.0,1
546288,Ryan Finley,QB,2019,4,104,Failed,2,7,638,3,143,1,0,0,0,0,0.0,0
4432699,Blake Fisher,OT,2024,2,59,Failed,1,2,0,0,0,0,0,0,0,0,0.0,0
4362245,Braden Fiske,DT,2024,2,39,Made_Roster,1,19,0,0,0,0,0,0,0,18,10.0,0
547620,Kylie Fitts,LB,2018,6,181,Long_Term_Success,4,14,0,0,0,0,0,0,0,7,0.0,0
4036026,Dez Fitzpatrick,WR,2021,4,109,Failed,2,4,0,0,0,0,49,1,5,1,0.0,0
3925345,Minkah Fitzpatrick,FS,2018,1,11,Long_Term_Success,7,110,0,0,0,0,0,0,0,377,0.0,20
4241455,Thomas Fletcher,LS,2021,6,222,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4429607,Cordale Flott,CB,2022,3,81,Short_Term_Success,3,38,0,0,0,0,0,0,0,71,0.0,2
5083754,Ryan Flournoy,WR,2024,6,216,Failed,1,9,0,0,0,0,102,0,10,3,0.0,0
547259,Tre Flowers,CB,2018,5,146,Long_Term_Success,7,87,0,0,0,0,0,0,0,225,2.0,4
4429615,Zay Flowers,WR,2023,1,22,Short_Term_Success,2,35,0,0,116,1,2073,10,160,2,0.0,0
4429767,Emmanuel Forbes,CB,2023,1,16,Made_Roster,2,16,0,0,0,0,0,0,0,36,0.0,2
4566088,Jaylan Ford,LB,2024,5,175,Failed,1,2,0,0,0,0,0,0,0,1,0.0,0
4372019,Jerome Ford,RB,2022,5,156,Short_Term_Success,3,45,0,0,1407,7,559,5,85,1,0.0,0
4259762,Jonathan Ford,DT,2022,7,234,Failed,1,4,0,0,0,0,0,0,0,1,0.0,0
4239088,Darrick Forrest,SAF,2021,5,163,Long_Term_Success,4,33,0,0,0,0,0,0,0,73,0.0,4
4034962,Stone Forsythe,OT,2021,6,208,Failed,3,6,0,0,0,0,0,0,0,0,0.0,0
4035048,Luke Fortner,C,2022,3,65,Failed,2,12,0,0,0,0,0,0,0,2,0.0,0
4426457,Isaiah Foskey,DE,2023,2,40,Failed,2,13,0,0,0,0,0,0,0,8,0.5,0
4035666,Leki Fotu,DT,2020,4,114,Long_Term_Success,5,50,0,0,0,0,0,0,0,31,3.5,0
3120659,Daurice Fountain,WR,2018,5,159,Failed,2,4,0,0,0,0,23,0,2,1,0.0,0
4431280,Troy Franklin,WR,2024,4,102,Made_Roster,1,17,0,0,8,0,317,3,30,0,0.0,0
3124005,Zaire Franklin,OLB,2018,7,235,Long_Term_Success,7,94,0,0,0,0,0,0,0,288,8.0,3
4429775,Zach Frazier,C,2024,2,51,Failed,1,4,0,0,0,0,-2,0,0,0,0.0,0
4429636,Blake Freeland,OT,2023,4,106,Failed,1,4,0,0,0,0,0,0,0,0,0.0,0
3122672,Royce Freeman,RB,2018,3,71,Long_Term_Success,6,68,0,0,1792,10,532,1,86,7,0.0,0
4361411,Pat Freiermuth,TE,2021,2,55,Long_Term_Success,4,62,0,0,0,0,2306,18,232,4,0.0,0
4045176,Will Fries,G,2021,7,248,Failed,3,11,0,0,0,0,0,0,0,1,0.0,0
3886633,Hjalte Froholdt,G,2019,4,118,Made_Roster,3,19,0,0,0,0,0,0,0,0,0.0,0
4240689,Jake Fromm,QB,2020,5,167,Failed,1,3,210,1,65,0,0,0,0,0,0.0,0
4606711,Taliese Fuaga,OT,2024,1,14,Failed,1,9,0,0,0,0,0,0,0,0,0.0,0
3139522,Travis Fulgham,WR,2019,6,184,Failed,2,14,0,0,0,0,539,4,38,0,0.0,0
4035433,Kristian Fulton,CB,2020,2,61,Long_Term_Success,5,56,0,0,0,0,0,0,0,142,1.0,5
546849,Troy Fumagalli,TE,2018,5,156,Failed,2,13,0,0,0,0,118,2,14,3,0.0,0
4036224,Jake Funk,RB,2021,7,233,Failed,3,8,0,0,20,0,12,0,1,1,0.0,0
559597,Russell Gage,WR,2018,6,194,Long_Term_Success,5,66,39,1,21,0,2501,14,246,10,0.0,0
3127294,Greg Gaines,DT,2019,4,134,Long_Term_Success,6,80,0,0,0,0,0,0,0,63,14.0,0
4367199,Jon Gaines II,G,2023,4,122,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4371733,Kenneth Gainwell,RB,2021,5,150,Long_Term_Success,4,75,17,0,1417,13,861,2,119,8,0.0,0
3892883,Neville Gallimore,DT,2020,3,82,Long_Term_Success,5,56,0,0,0,0,0,0,0,41,6.5,0
4036348,Michael Gallup,WR,2018,3,81,Long_Term_Success,6,89,0,0,0,0,4030,23,285,3,0.0,0
4029893,Antonio Gandy-Golden,WR,2020,4,142,Failed,2,5,0,0,22,0,3,0,1,0,0.0,0
4240655,Jonathan Garvin,LB,2020,7,242,Short_Term_Success,3,24,0,0,0,0,0,0,0,15,1.5,0
4046523,Rashan Gary,DE,2019,1,12,Long_Term_Success,6,87,0,0,0,0,0,0,0,122,43.5,0
3886818,Myles Gaskin,RB,2019,7,234,Long_Term_Success,5,40,0,0,1354,7,712,6,102,0,0.0,0
559721,Rashaan Gaulden,DB,2018,3,85,Failed,2,12,0,0,0,0,0,0,0,13,0.0,0
4249087,Matt Gay,K,2019,5,145,Long_Term_Success,6,96,0,0,0,0,0,0,0,3,0.0,0
4259804,Willie Gay Jr.,LB,2020,2,63,Long_Term_Success,5,76,0,0,0,0,0,0,0,170,7.5,4
3929924,Zach Gentry,TE,2019,5,141,Short_Term_Success,3,27,0,0,0,0,336,0,43,2,0.0,0
3116164,Mike Gesicki,TE,2018,2,42,Long_Term_Success,7,110,0,0,0,0,3541,23,327,6,0.0,0
4429795,Jahmyr Gibbs,RB,2023,1,12,Short_Term_Success,2,36,0,0,2606,31,997,5,121,2,0.0,0
4360294,Antonio Gibson,RB,2020,3,66,Long_Term_Success,5,79,0,0,3212,23,1493,7,197,4,0.0,0
4240128,Trenton Gill,P,2022,7,255,Short_Term_Success,3,42,0,0,0,0,0,0,0,1,0.0,0
3122143,Cullen Gillaspia,RB,2019,7,220,Long_Term_Success,4,20,0,0,0,0,6,0,1,6,0.0,0
4241195,Tyree Gillespie,SAF,2021,4,143,Failed,1,6,0,0,0,0,0,0,0,1,0.0,0
4039413,Alohi Gilman,SAF,2020,6,186,Long_Term_Success,5,59,0,0,0,0,0,0,0,134,1.0,5
3917016,Trevis Gipson,DE,2020,5,155,Long_Term_Success,5,38,0,0,0,0,0,0,0,39,11.0,0
3676819,Jeff Gladney,CB,2020,1,31,Failed,1,15,0,0,0,0,0,0,0,57,0.0,0
3929928,Jordan Glasgow,LB,2020,6,213,Failed,2,11,0,0,0,0,0,0,0,7,0.0,0
4361904,Travis Glover,OT,2024,6,202,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
3915174,Terry Godwin,WR,2019,7,237,Failed,1,2,0,0,3,0,32,0,3,0,0.0,0
3121023,Dallas Goedert,TE,2018,2,49,Long_Term_Success,7,104,0,0,14,0,4647,28,401,8,0.0,0
4036132,Chauncey Golston,DE,2021,3,84,Long_Term_Success,4,57,0,0,0,0,0,0,0,59,9.0,1
4427298,Matt Goncalves,OL,2024,3,79,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
4686772,Christian Gonzalez,CB,2023,1,17,Made_Roster,2,20,0,0,0,0,0,0,0,59,1.0,3
4035857,Cameron Goode,LB,2022,7,224,Failed,2,6,0,0,0,0,0,0,0,2,0.0,0
4361093,Kyler Gordon,CB,2022,2,39,Short_Term_Success,3,42,0,0,0,0,0,0,0,131,1.5,5
4429684,Anthony Gould,WR,2024,5,142,Failed,1,8,0,0,0,0,23,0,1,0,0.0,0
4568981,Tay Gowan,CB,2021,6,223,Failed,1,2,0,0,0,0,0,0,0,0,0.0,0
4368828,Tylan Grable,OT,2024,6,204,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
4262197,Ta'Quon Graham,DT,2021,5,148,Long_Term_Success,4,42,0,0,0,0,0,0,0,28,1.0,0
4242485,Thomas Graham Jr.,CB,2021,6,228,Failed,2,5,0,0,0,0,0,0,0,11,0.0,0
4039160,Kylen Granson,TE,2021,4,127,Long_Term_Success,4,54,0,0,2,0,958,1,86,12,0.0,0
4042119,Richie Grant,SAF,2021,2,40,Long_Term_Success,4,52,0,0,0,0,0,0,0,157,3.0,3
4429834,Cedric Gray,LB,2024,4,106,Failed,1,6,0,0,0,0,0,0,0,10,0.0,0
4689546,Danny Gray,WR,2022,3,105,Failed,1,8,0,0,9,0,10,0,1,1,0.0,0
3115949,Derwin Gray,OT,2019,7,219,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4570561,Eric Gray,RB,2023,5,172,Short_Term_Success,2,24,0,0,79,0,104,0,16,0,0.0,0
4240472,Noah Gray,TE,2021,5,162,Long_Term_Success,4,67,0,0,-2,1,1209,9,120,9,0.0,0
4373266,Antoine Green,WR,2023,7,219,Failed,1,2,0,0,0,0,2,0,1,0,0.0,0
559648,Gerri Green,DE,2019,6,199,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
4240548,Kendrick Green,G,2021,3,87,Failed,2,7,0,0,0,0,0,0,0,2,0.0,0
4426327,Kenyon Green,G,2022,1,15,Failed,2,10,0,0,0,0,0,0,0,0,0.0,0
3124964,Marcus Green,WR,2019,6,203,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
3912562,Rasheem Green,DE,2018,3,79,Long_Term_Success,6,79,0,0,0,0,0,0,0,74,20.0,0
4427325,Renardo Green,CB,2024,2,64,Made_Roster,1,16,0,0,0,0,0,0,0,38,0.0,1
3916409,Jonathan Greenard,DE,2020,3,90,Long_Term_Success,5,58,0,0,0,0,0,0,0,110,35.0,1
3916903,Dre Greenlaw,LB,2019,5,148,Long_Term_Success,6,76,0,0,0,0,0,0,0,286,3.5,5
559556,Will Grier,QB,2019,3,100,Failed,1,2,228,0,22,0,0,0,0,0,0.0,0
551186,Shaquem Griffin,OLB,2018,5,141,Short_Term_Success,3,24,0,0,0,0,0,0,0,18,2.0,0
4259594,Yetur Gross-Matos,DE,2020,2,38,Long_Term_Success,5,61,0,0,0,0,0,0,0,64,17.0,0
4372561,Isaac Guerendo,RB,2024,4,129,Made_Roster,1,16,0,0,420,4,152,0,15,0,0.0,0
3843750,Derrius Guice,RB,2018,2,59,Failed,1,5,0,0,245,2,79,1,7,0,0.0,0
4241089,Jeffrey Gunter,DE,2022,7,252,Failed,1,2,0,0,0,0,0,0,0,0,0.0,0
4609048,Tyler Guyton,OT,2024,1,29,Failed,1,8,0,0,0,0,0,0,0,0,0.0,0
4427356,Kamal Hadden,DB,2024,6,211,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
4243322,Jake Haener,QB,2023,4,127,Failed,1,8,226,1,22,0,0,0,0,0,0.0,0
4242391,Robert Hainsey,OT,2021,3,95,Failed,2,11,0,0,0,0,-3,0,0,0,0.0,0
4427366,Breece Hall,RB,2022,2,36,Short_Term_Success,3,40,0,0,2333,14,1292,8,152,4,0.0,0
4037584,Bryce Hall,CB,2020,5,158,Short_Term_Success,3,27,0,0,0,0,0,0,0,94,0.5,2
4261606,Darren Hall,CB,2021,4,108,Made_Roster,3,23,0,0,0,0,0,0,0,49,1.0,0
4567226,Derick Hall,LB,2023,2,37,Short_Term_Success,2,32,0,0,0,0,0,0,0,33,8.0,0
4373632,Jaren Hall,QB,2023,5,164,Failed,1,3,168,0,14,0,0,0,0,0,0.0,0
4360189,Logan Hall,DE,2022,2,33,Short_Term_Success,3,38,0,0,0,0,0,0,0,34,8.5,0
3915520,DaVon Hamilton,DT,2020,3,73,Long_Term_Success,5,65,0,0,0,0,0,0,0,100,4.5,0
552330,DaeSean Hamilton,WR,2018,4,113,Short_Term_Success,3,36,0,0,0,0,833,5,81,3,0.0,0
4575517,Kyle Hamilton,SAF,2022,1,14,Short_Term_Success,3,52,0,0,0,0,0,0,0,189,7.0,5
559698,Shaun Dion Hamilton,LB,2018,6,197,Short_Term_Success,3,34,0,0,0,0,0,0,0,61,2.5,1
4360773,Nick Hampton,LB,2023,5,161,Failed,2,10,0,0,0,0,0,0,0,3,0.0,0
3127367,Saquan Hampton,SAF,2019,6,177,Failed,1,1,0,0,0,0,0,0,0,1,0.0,0
3126352,Da'Shawn Hand,DE,2018,4,114,Long_Term_Success,6,48,0,0,0,0,0,0,0,56,5.0,0
4259170,Harrison Hand,CB,2020,5,169,Failed,3,14,0,0,0,0,0,0,0,27,0.0,1
3915139,Jake Hanson,C,2020,6,208,Failed,1,1,0,0,0,0,0,0,0,0,0.0,0
4695783,Myles Harden,DB,2024,7,227,Failed,1,3,0,0,0,0,0,0,0,3,0.0,0
4035004,Mecole Hardman,WR,2019,2,56,Long_Term_Success,6,89,0,0,295,4,2590,19,205,4,0.0,0
4429743,Daequan Hardy,CB,2024,6,219,Never_Played,0,0,0,0,0,0,0,0,0,0,0.0,0
